Data ID,Sentences,Turk Label
CA-TGA-00000179,"U.S. . In a dissenting opinion filed in the case of Sherrer v. Sherrer, but applicable also to the case of Coe v. Coe, Justice Frankfurter, with Justice Murphy concurring, asserted his inability to accept the proposition advanced by the majority that regardless of how overwhelming the evidence may have been that the asserted domicile in the State offering bargain counter divorces was a sham, the home State of the parties is not permitted to question the matter if the form of a controversy had been gone through.",0
CA-TGA-00000441,"But to this it was answered that <possession> was protected against disturbance by fraud as well as by force, and <his> view is discredited.",0
CA-TGA-00001285,"The original limitation of liability to surrender, when <the owner> was before the court, could not be accounted for if <it> was <his> liability, and not that of <his> property, which was in question.",0
CA-TGA-00000879,"It should enable <the Apiarian> to multiply <his> colonies with a certainty and rapidity which are entirely out of the question, if <he> depends upon natural swarming.",0
CA-TGA-00000317,"After the Accident When the time for prevention is past, and the accident has happened, then you want to know what is the best thing to do, and how best to do it in order to give the most help and relief immediately, before expert help can arrive, and to have the victim in the best condition possible for <the doctor> when <he> comes, in order that <he> may not have to undo whatever has been done before <he> can begin to give the patient relief from <his> suffering.",1
CA-TGA-00000754,"In favor of A, the contract is conditional on <B 's> keeping <his> agreement to employ <him>.",1
CA-TGA-00001106,"Sometimes it is necessary to work an hour or two before the flicker of an eyelid or a gasp from <the patient> rewards the life saver's efforts, and then <he> must carefully piece in the breathing until natural breathing is resumed.",1
CA-TGA-00001295,"<The Patrol Leader> escorts the Eaglet to the Captain, salutes the Captain and returns to <her> position in line.",0
CA-TGA-00001434,"This choice of heirs recalls the quos heredes appellavit of the Salic law just mentioned, and may be compared with the language of a Norman charter of about the year To <W.> and <his> heirs, to wit those whom <he> may constitute <his> heirs.",1
CA-TGA-00000036,A statute providing that no person shall be denied opportunity for employment because he is not a member of a union does not offend the equal protection clause.,1
CA-TGA-00000798,In the quit claim deed the grantor conveys to <the purchaser> <his> interest in or right to the property under consideration.,1
CA-TGA-00000111,"JEFFERSON'S REAL POSITION Nor did <Jefferson <himself>> officially support [Madison 's] point of view, as the following extract from [his] minutes of a Conversation, which took place July between <himself> and Citizen Genet, show: [He] asked if they Congress were not the sovereign.",0
CA-TGA-00000870,"It might be that <the owner of the horse> could not have one of the old writs, because the horse was not in <his> possession when the damage was done.",0
CA-TGA-00001312,"<The poet> might with equal truth have described <her>, as improving the gloomy days, and the dark nights, in <her> useful labors.",0
CA-TGA-00000738,"In a prosecution for a felony, five Justices declared, <the defendant> has the privilege under the Fourteenth Amendment to be present in <his> own person whenever <his> presence has a relation, reasonably substantial, to the fulness of <his> opportunity to defend against the charge.",1
CA-TGA-00001301,<The person on the left side of the bed> should place the right arm as though <she> were doing the lifting alone.,1
CA-TGA-00001510,"What Scouting Means In all ages there have been scouts, the place of <the scout> being on the danger line of the army or at the outposts, protecting those of <his> company who confide in <his> care.",1
CA-TGA-00000699,"If the tax be not paid, <the property of the delinquent> may be sold, and <he> be thus deprived of <his> property.",1
CA-TGA-00001089,"So it was held in Bradley v. Public Utilities Commission of Ohio, in which the Court took cognizance of the full hearing accorded the appellant, and of <his> failure to choose another route, although <he> was at liberty to do so.",1
CA-TGA-00000427,"But it was answered that <the defendant> committed a wrongful act when <he> surcharged the boat, and the objection was overruled.",0
CA-TGA-00001184,"<The Creator> intended the bee for the comfort of man, as truly as <he> did the horse or the cow.",0
CA-TGA-00000267,<A Girl Scout who proposes to make a garden> will naturally ask <herself> certain questions.,0
CA-TGA-00000339,"Although the Georgia statute prohibited <the defendant> from testifying under oath, it did not prevent <him> from entering an unsworn denial both of the contract and of the receipt of any cash advancement thereunder, a factor which, the Court emphasized, was no more controlling than the customary rule of evidence in the Bailey Case.",1
CA-TGA-00001420,"These are frequently needed under the heels, particularly for <a patient lying on <her> back>.",0
CA-TGA-00001432,"They might even entertain a preference to some other person, at the very moment they were assenting to <the one proposed>, because there might be no positive ground of opposition to <him>; and they could not be sure, if they withheld their assent, that the subsequent nomination would fall upon their own favorite, or upon any other person in their estimation more meritorious than <the one rejected>.",1
CA-TGA-00001077,"<Scouts> go out to find, and each in <his> own way tries to get up to <him> unseen.",1
CA-TGA-00000320,"After the tourniquet is on and bleeding is stopped, if <the patient> is very weak, <he> may have a teaspoonful of aromatic spirits of ammonia in half a glass of water.",1
CA-TGA-00000726,"If, however, <the heir of any one of the aforesaid> has been under age and in wardship, let <him> have <his> inheritance without relief and without fine when <he> comes of age.",1
CA-TGA-00000795,"In the national government, if the Senate should be divided, no appointment could be made; in the government of New York, if the council should be divided, <the governor> can turn the scale, and confirm <his> own nomination.",1
CA-TGA-00000952,"More recently, when reversing an order denying the second class privilege to a mailable publication because of the poor taste and vulgarity of its contents, on the ground that <the Postmaster General> exceeding <his> statutory authority, Justice Douglas assumed, in the opinion of the Court, that Congress has a broad power of classification and need not open second class mail to publications of all types.",0
